gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcd,fyr,at,capx,che,cogs,csho,cshpri,cshr,dlc,dltt,dvc,dvt,ebit,ebitda,emp,gdwl,lct,ni,oancf,oiadp,oibdp,opiti,pi,ppent,re,rect,revt,sale,seq,xad,xlr,xrd,xsga,exchg,cik,costat,naicsh,sich,prcc_c,mkvalt,prcc_f,add1,add2,add3,add4,addzip,busdesc,city,conml,county,ggroup,gind,gsector,gsubind,naics,sic,state,ipodate
024800,2013-09-30,2013,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,45516,1048,14966,8806,1685,1715,8.067,0,17,2093,2093,7561,8575,31,3976,5213,6853,8778,7561,8575,NA,8194,2995,26214,2142,24866,24866,36088,NA,NA,4967,7485,14,0000804328,A,334413,3674,74.25,113434.2,67.32,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2014-09-30,2014,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,48574,1185,17565,9534,1669,1683,7.938,0,NA,2629,2629,8034,9186,31.3,4488,6013,7967,8887,8034,9186,NA,8778,2487,31433,2412,26487,26487,39169,NA,NA,5477,7767,14,0000804328,A,334413,3674,74.33,124791.13,74.77,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2015-09-30,2015,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,50796,994,17321,9162,1524,1618,7.665,1000,9969,2932,2932,7212,8428,33,5479,6100,5271,5506,7212,8428,NA,6487,2534,31421,1964,25281,25281,31421,NA,NA,5490,7691,14,0000804328,A,334413,3674,49.985,81884.52,53.73,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2016-09-30,2016,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,52359,539,18648,8321,1476,1484,7.484,1749,10008,3046,3046,6269,7697,30.5,5679,7311,5705,7400,6269,7697,NA,6833,2306,31364,2219,23554,23554,31778,NA,NA,5151,7536,14,0000804328,A,334413,3674,65.2,101106,68.5,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2017-09-30,2017,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,65486,690,37308,8331,1474,1477,7.31,2495,19398,3314,3314,5326,6787,33.8,6623,10907,2466,4693,5326,6787,NA,3020,3216,30472,3632,23231,23231,30746,NA,NA,5485,8113,14,0000804328,A,334413,3674,64.02,76412.16,51.84,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2018-09-30,2018,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,32686,784,12088,8683,1219,1463,6.887,1005,15365,3517,3517,3877,5438,35.4,6498,11236,-4864,3895,3877,5438,NA,513,2975,928,2904,22732,22732,928,NA,NA,5625,8611,14,0000804328,A,334413,3674,56.91,87804.57,72.03,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2019-09-30,2019,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,32957,887,12260,7198,1145,1210,6.683,2496,13437,3034,3034,3358,4759,37,6282,8935,4386,7286,3358,4759,NA,7481,3081,4566,2471,19550,19550,4909,NA,NA,5398,7593,14,0000804328,A,334413,3674,88.23,87340.6,76.28,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
024800,2020-09-30,2020,INDL,C,D,STD,QCOM,747525103,QUALCOMM INC,USD,9,35594,1407,11214,7862,1131,1135,6.609,634,15597,2972,2972,4429,5822,41,6323,8672,5198,5814,4429,5822,NA,5719,4171,5491,4003,21731,21731,6077,NA,NA,5975,8047,14,0000804328,A,334413,3674,152.34,133096.08,117.68,5775 Morehouse Drive,,,,92121-1714,"QUALCOMM Incorporated engages in the development and commercialization of foundational technologies and products are used in mobile devices and other wireless products, including network equipment, broadband gateway equipment, consumer electronic devices, and other connected devices worldwide.",San Diego,QUALCOMM Inc.,,4530,453010,45,45301020,334413,3674,CA,1991-12-13
064768,2010-12-31,2010,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,18797,979,8762,26009,451,447,3.383,224,641,0,0,1407,2064,33.7,1349,10372,1152,3495,1407,2064,NA,1504,2414,1134,1324,34204,34204,6864,890,NA,1734,6131,14,0001018724,A,454111,5961,180,81180,180,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2011-12-31,2011,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,25278,1811,9576,36288,455,453,3.327,524,1415,0,0,867,2016,56.2,1955,14896,631,3903,867,2016,NA,922,4417,1639,2134,48077,48077,7757,1400,NA,2909,9773,14,0001018724,A,454111,5961,173.1,78760.5,173.1,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2012-12-31,2012,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,32555,3785,11448,44271,454,453,3.075,1134,3830,0,0,672,2535,88.4,2552,19002,-39,4180,672,2535,NA,389,7060,1677,2600,61093,61093,8192,2000,NA,4564,14287,14,0001018724,A,454111,5961,250.87,113894.98,250.87,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2013-12-31,2013,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,40159,3444,12447,51681,459,457,2.922,1736,5181,0,0,691,3359,117.3,2655,22980,274,5475,691,3359,NA,435,10949,2005,3000,74452,74452,9746,2400,NA,6565,19412,14,0001018724,A,454111,5961,398.79,183044.61,398.79,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2014-12-31,2014,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,54505,4893,17416,59152,465,462,2.744,3600,12489,0,0,130,3911,154.1,3319,28089,-241,6842,130,3911,NA,-74,16967,1438,3300,88988,88988,10741,3300,NA,9275,25925,14,0001018724,A,454111,5961,310.35,144312.75,310.35,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2015-12-31,2015,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,65444,4589,19808,66751,471,467,2.578,3364,14183,0,0,2176,7304,230.8,3759,33899,596,11920,2176,7304,NA,1546,21838,1822,4400,107006,107006,13384,3800,NA,12540,32951,14,0001018724,A,454111,5961,675.89,318344.19,675.89,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2016-12-31,2016,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,83402,6737,25981,81865,477,474,2.448,5197,15213,0,0,4066,10753,341.4,3784,43816,2371,16443,4066,10753,NA,3796,29114,3931,6561,135987,135987,19285,5000,NA,16085,43369,14,0001018724,A,454111,5961,749.87,357687.99,749.87,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2017-12-31,2017,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,131310,11955,32315,103134,484,480,2.357,6221,37926,0,0,3954,13120,566,13350,57883,3033,18434,3954,13120,NA,3802,48866,8152,9692,177866,177866,27709,6300,NA,22620,61612,14,0001018724,A,454111,5961,1169.47,566023.48,1169.47,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2018-12-31,2018,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,162648,13427,41668,127056,491,487,2.315,9502,39787,0,0,12242,24817,647.5,14548,68391,10073,30723,12242,24817,NA,11270,61797,18590,13310,232887,232887,43549,8200,NA,28837,81014,14,0001018724,A,454110,5961,1501.97,737467.27,1501.97,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2019-12-31,2019,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,225248,16861,55297,150436,498,494,3.169,14330,63205,0,0,14177,29842,798,14754,87812,11588,38514,14177,29842,NA,13962,97846,30234,17663,280522,280522,62060,11000,NA,35931,100244,14,0001018724,A,454110,5961,1847.84,920224.32,1847.84,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
064768,2020-12-31,2020,INDL,C,D,STD,AMZN,023135106,AMAZON.COM INC,USD,12,321195,40140,84629,217107,503,500,6.33,16840,84389,0,0,22315,39024,1298,15017,126385,21331,66064,22315,39024,NA,24194,150667,52371,19981,386064,386064,93404,10900,NA,42740,129933,14,0001018724,A,454110,5961,3256.93,1638235.79,3256.93,410 Terry Avenue North,,,,98109-5210,"Amazon.com, Inc. engages in the retail sale of consumer products and subscriptions in North America and internationally. The company operates through three segments: North America, International, and Amazon Web Services (AWS).",Seattle,Amazon.com Inc,,2550,255020,25,25502020,454110,5961,WA,1997-05-15
147579,2010-12-31,2010,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,982.067,33.837,350.387,1319.256,52.782,52.529,0.199,2.083,234.123,0,0,277.547,315.646,4.329,0,388.579,160.853,276.401,277.547,315.646,NA,267.696,128.57,238.489,0,2162.625,2162.625,290.164,212.4,NA,163.329,527.723,14,0001065280,A,532230,7841,175.7,9273.7974,175.7,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2011-12-31,2011,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,3069.196,49.682,797.811,1996.154,55.399,52.847,0.198,2.319,431.8,0,0,385.068,428.815,2.927,0,1225.055,226.126,317.712,385.068,428.815,NA,359.522,136.353,423.636,0,3204.577,3204.577,642.81,299.1,NA,259.033,779.608,14,0001065280,A,532230,7841,69.29,3838.5967,69.29,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2012-12-31,2012,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,3967.89,41.457,748.078,2580.397,55.587,55.521,0.211,3.09,412.016,0,0,49.992,95.461,2.429,0,1675.926,17.152,22.765,49.992,95.461,NA,30.48,131.681,443.001,0,3609.282,3609.282,744.673,377.2,NA,329.008,933.424,14,0001065280,A,532230,7841,92.59,5146.8003,92.59,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2013-12-31,2013,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,5412.563,54.143,1200.405,3034.882,59.607,58.198,0.215,1.1,529.5,0,0,228.347,276.721,2.327,0,2154.203,112.403,97.831,228.347,276.721,NA,171.074,133.605,556.06,0,4374.562,4374.562,1333.561,437.9,NA,378.769,1062.959,14,0001065280,A,532230,7841,368.17,21945.5092,368.17,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2014-12-31,2014,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,7056.651,69.726,1608.496,3698.732,60.416,60.078,0.203,1.2,928.4,0,0,402.648,456.676,2.45,0,2663.154,266.799,16.483,402.648,456.676,NA,349.369,149.875,814.838,0,5504.656,5504.656,1857.708,533.1,NA,472.321,1349.248,14,0001065280,A,532230,7841,341.61,20638.7098,341.61,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2015-12-31,2015,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,10202.871,91.248,2310.715,4529.193,427.94,425.889,0.237,0,2371.362,0,0,305.826,368.109,3.7,0,3529.624,122.641,-749.439,305.826,368.109,NA,141.885,173.412,898.617,0,6779.511,6779.511,2223.426,714.3,NA,650.788,1882.209,14,0001065280,A,532230,7841,114.38,48947.7772,114.38,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2016-12-31,2016,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,13586.61,107.653,1733.782,5972.373,430.054,428.822,0.29,0,3364.311,0,0,379.793,437.321,4.7,0,4586.657,186.678,-1473.984,379.793,437.321,NA,260.507,250.395,1080.038,0,8830.669,8830.669,2679.8,842.4,NA,852.098,2420.975,14,0001065280,A,532230,7841,123.8,53240.6852,123.8,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2017-12-31,2017,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,19012.742,173.302,2822.795,7587.755,433.393,431.885,0.327,0,6499.432,0,0,838.679,910.59,5.5,0,5466.312,558.929,-1785.948,838.679,910.59,NA,485.321,319.404,1710.56,0,11692.713,11692.713,3581.956,1091.1,NA,1052.778,3194.368,14,0001065280,A,532230,7841,191.96,83194.1203,191.96,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2018-12-31,2018,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,25974.4,173.946,3794.483,9884.381,436.599,435.374,0.362,0,10360.058,0,0,1605.226,1688.383,7.1,0,6487.32,1211.242,-2680.479,1605.226,1688.383,NA,1226.458,418.281,2922.777,569.633,15794.341,15794.341,5238.765,1808,NA,1221.814,4221.577,14,0001065280,A,532282,7841,267.66,116860.0883,267.66,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2019-12-31,2019,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,33975.712,253.035,5018.437,12336.634,438.807,437.799,0.59,190.622,16181.872,0,0,2604.254,2707.833,8.6,0,6855.696,1866.916,-2887.322,2604.254,2707.833,NA,2062.231,2097.221,4788.228,979.068,20156.447,20156.447,7582.157,1879,NA,1545.149,5111.98,14,0001065280,A,532282,7841,323.57,141984.781,323.57,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
147579,2020-12-31,2020,INDL,C,D,STD,NFLX,64110L106,NETFLIX INC,USD,12,39280.359,497.923,8205.55,14942.609,442.895,440.922,1.977,756.1,17754.726,0,0,4803.289,4918.999,9.4,0,7805.785,2761.395,2427.077,4803.289,4918.999,NA,3199.349,2997.909,7617.542,610.819,24996.056,24996.056,11065.24,1447,NA,1829.6,5134.448,14,0001065280,A,532282,7841,540.73,239486.6134,540.73,100 Winchester Circle,,,,95032,"Netflix, Inc. provides entertainment services. It offers TV series, documentaries, and feature films across various genres and languages.",Los Gatos,Netflix Inc,,5020,502020,50,50202010,532282,7841,CA,2002-05-23
170617,2010-12-31,2010,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,2990,293,1785,354,1172,2138.085,NA,106,367,0,0,1032,1171,2.127,37,389,606,698,1032,1171,NA,1008,574,600,373,1974,1974,2162,8,NA,144,449,14,0001326801,A,519130,7370,NA,NA,NA,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2011-12-31,2011,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,6331,606,3908,537,1330,2138.085,1.42,279,398,0,0,1756,2079,3.2,82,899,1000,1549,1756,2079,NA,1695,1475,1600,547,3711,3711,4899,28,NA,388,1095,14,0001326801,A,519130,7370,NA,NA,NA,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2012-12-31,2012,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,15103,1235,9626,720,2372,2266.043,5.005,365,1991,0,0,538,1182,4.619,587,1052,53,1612,538,1182,NA,494,2391,1661,1170,5089,5089,11755,67,NA,1399,3187,14,0001326801,A,519130,7370,26.6197,63141.9284,26.6197,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2013-12-31,2013,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,17895,1362,11449,756,2547,2420,4.921,239,237,0,0,2921,3923,6.337,839,1100,1500,4222,2921,3923,NA,2754,2882,3173,1160,7872,7872,15470,117,NA,1415,3193,14,0001326801,A,519130,7370,54.649,139191.003,54.649,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2014-12-31,2014,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,40184,1831,11199,945,2797,2614,5.243,114,119,0,0,4982,6224,9.199,17981,1424,2940,5457,4982,6224,NA,4910,3967,5871,1678,12466,12466,36096,135,NA,2666,5297,14,0001326801,A,519130,7370,78.02,218221.94,78.02,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2015-12-31,2015,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,49407,2523,18434,917,2845,2803,5.132,208,107,0,0,6294,8244,12.691,18026,1925,3688,8599,6294,8244,NA,6194,5687,9332,2559,17928,17928,44218,281,NA,4816,8767,14,0001326801,A,519130,7370,104.66,297757.7,104.66,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2016-12-31,2016,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,64961,4491,29449,1448,2892,2863,4.839,0,112,0,0,12493,14834,17.048,18122,2875,10217,16108,12493,14834,NA,12518,8591,20967,3993,27638,27638,59194,310,NA,5919,11356,14,0001326801,A,519130,7370,115.05,332724.6,115.05,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2017-12-31,2017,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,84524,6733,41729,2432,2906,2901,4.019,0,72,0,0,20308,23330,25.105,18221,3760,15934,24216,20308,23330,NA,20594,13721,33763,5832,40653,40653,74347,324,NA,7754,14891,14,0001326801,A,519130,7370,176.46,512792.76,176.46,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2018-12-31,2018,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,97334,13915,41124,5035,2854,2890,3.821,500,0,0,0,24913,29233,35.587,18301,7017,22112,29274,24913,29233,NA,25361,24683,41221,7587,55838,55838,84127,1100,NA,10273,21570,14,0001326801,A,519130,7370,131.09,374130.86,131.09,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2019-12-31,2019,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,133376,15102,54863,7028,2852,2854,3.663,1132,9942,0,0,28986,34728,44.942,18715,15053,18485,36314,28986,34728,NA,24812,44783,55203,9518,70697,70697,101054,1570,NA,13600,28941,14,0001326801,A,519130,7370,205.25,585373,205.25,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
170617,2020-12-31,2020,INDL,C,D,STD,FB,30303M102,FACEBOOK INC,USD,12,159316,15115,62195,9830,2849,2851,3.503,1077,10100,0,0,32671,39533,58.604,19050,14981,29146,38747,32671,39533,NA,33180,54981,78272,11335,85965,85965,128290,2260,NA,18447,36602,14,0001326801,A,519130,7370,273.16,778232.84,273.16,1601 Willow Road,,,,94025,"Facebook, Inc. develops products that enable people to connect and share with friends and family through mobile devices, personal computers, virtual reality headsets, and in-home devices worldwide.",Menlo Park,Facebook Inc,,5020,502030,50,50203010,519130,7370,CA,2012-05-18
184996,2010-12-31,2010,INDL,C,D,STD,TSLA,88160R101,TESLA INC,USD,12,386.082,40.203,173.155,75.39,94.908,93.182,0.365,0.279,72.324,0,0,-146.838,-136.215,0.899,0,85.565,-154.328,-127.817,-146.838,-136.215,NA,-154.155,122.599,-414.982,6.71,116.744,116.744,207.048,3.1,NA,92.996,177.569,14,0001318605,A,336111,3711,26.63,2527.4,26.63,3500 Deer Creek Road,,,,94304,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage.",Palo Alto,Tesla Inc,,2510,251020,25,25102010,336111,3711,CA,2010-06-29
184996,2011-12-31,2011,INDL,C,D,STD,TSLA,88160R101,TESLA INC,USD,12,713.448,197.896,303.803,125.728,104.53,100.389,0.407,8.983,271.165,0,0,-251.488,-234.569,1.417,0,191.339,-254.411,-114.364,-251.488,-234.569,NA,-253.922,310.171,-669.395,9.539,204.242,204.242,224.045,2.9,NA,208.981,313.083,14,0001318605,A,336111,3711,28.56,2985.3768,28.56,3500 Deer Creek Road,,,,94304,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage.",Palo Alto,Tesla Inc,,2510,251020,25,25102010,336111,3711,CA,2010-06-29
184996,2012-12-31,2012,INDL,C,D,STD,TSLA,88160R101,TESLA INC,USD,12,1114.19,239.228,220.984,354.364,114.214,107.349,0.534,55.206,411.46,0,0,-394.283,-365.458,2.964,0,539.108,-396.213,-266.081,-394.283,-365.458,NA,-396.077,562.3,-1065.606,26.842,413.256,413.256,124.7,3.9,NA,273.978,424.35,14,0001318605,A,336111,3711,33.87,3868.4282,33.87,3500 Deer Creek Road,,,,94304,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. The company operates in two segments, Automotive, and Energy Generation and Storage.",Palo Alto,Tesla Inc,,2510,251020,25,25102010,336111,3711,CA,2010-06-29
